t_s,release,victim,injected,c_obs,rampart_full,deadline_miss,shield_recovered
11025.95,1052,cosf,False,31996.0,59951.826,False,
11085.22,1053,test3,False,884753841.5,877025267.452,True,
11085.61,1054,jfdctint,False,9231.0,25117.031,False,
11085.98,1055,fac,False,1026.0,2439.197,False,
11086.39,1056,fir2dim,False,13481.0,14991.022,False,
11086.93,1057,fmref,False,742956.0,727400.933,True,
11087.31,1058,cosf,False,31962.5,59951.826,False,
11155.28,1059,test3,False,970086267.0,877025267.452,True,
11156.42,1060,jfdctint,False,8644.5,25117.031,False,
11156.95,1061,fac,False,722.0,2439.197,False,
11157.66,1062,fir2dim,False,13235.5,14991.022,False,
11158.26,1063,fmref,False,737352.5,727400.933,True,
11158.64,1064,cosf,False,32192.5,59951.826,False,
11217.78,1065,test3,False,896612286.0,877025267.452,True,
11218.22,1066,jfdctint,False,8748.0,25117.031,False,
11219.5,1067,fac,False,751.0,2439.197,False,
11220.26,1068,fir2dim,False,13785.5,14991.022,False,
11221.1,1069,fmref,False,736273.5,727400.933,True,
11221.48,1070,cosf,False,32121.0,59951.826,False,
11279.3,1071,test3,False,867443714.0,877025267.452,False,
11279.68,1072,jfdctint,False,9140.0,25117.031,False,
11280.06,1073,fac,False,893.5,2439.197,False,
11280.45,1074,fir2dim,False,13587.0,14991.022,False,
11280.98,1075,fmref,False,753930.0,727400.933,True,
11281.36,1076,cosf,False,31944.0,59951.826,False,
11341.4,1077,test3,False,876960467.0,877025267.452,False,
11341.77,1078,jfdctint,False,9166.0,25117.031,False,
11342.15,1079,fac,False,1063.5,2439.197,False,
11342.52,1080,fir2dim,False,13554.0,14991.022,False,
11343.04,1081,fmref,False,734149.0,727400.933,True,
11343.44,1082,cosf,False,32087.5,59951.826,False,
11401.58,1083,test3,False,868429837.0,877025267.452,False,
11401.96,1084,jfdctint,False,8982.0,25117.031,False,
11402.34,1085,fac,False,925.0,2439.197,False,
11402.76,1086,fir2dim,False,13016.5,14991.022,False,
11403.3,1087,fmref,False,737610.5,727400.933,True,
11403.69,1088,cosf,False,32007.5,59951.826,False,
11464.77,1089,test3,False,889055087.5,877025267.452,True,
11465.15,1090,jfdctint,False,9219.5,25117.031,False,
11465.53,1091,fac,False,956.0,2439.197,False,
11465.94,1092,fir2dim,False,13140.0,14991.022,False,
11466.49,1093,fmref,False,741028.0,727400.933,True,
11466.87,1094,cosf,False,31562.5,59951.826,False,
11530.41,1095,test3,False,919416118.0,877025267.452,True,
11530.8,1096,jfdctint,False,9315.5,25117.031,False,
11531.18,1097,fac,False,766.0,2439.197,False,
11531.59,1098,fir2dim,False,13887.5,14991.022,False,
11532.13,1099,fmref,False,734954.0,727400.933,True,
11532.51,1100,cosf,False,32295.5,59951.826,False,
11593.83,1101,test3,False,902623421.0,877025267.452,True,
11594.21,1102,jfdctint,False,8728.5,25117.031,False,
11594.58,1103,fac,False,936.0,2439.197,False,
11594.98,1104,fir2dim,False,13402.5,14991.022,False,
11595.53,1105,fmref,False,740407.0,727400.933,True,
11595.92,1106,cosf,False,32235.0,59951.826,False,
11656.79,1107,test3,False,882142885.0,877025267.452,True,
11657.17,1108,jfdctint,False,8653.5,25117.031,False,
11657.54,1109,fac,False,688.5,2439.197,False,
11657.92,1110,fir2dim,False,13118.5,14991.022,False,
11658.45,1111,fmref,False,731676.5,727400.933,True,
11658.83,1112,cosf,False,32120.0,59951.826,False,
11720.29,1113,test3,False,901278699.0,877025267.452,True,
11720.67,1114,jfdctint,False,9187.0,25117.031,False,
11721.04,1115,fac,False,961.5,2439.197,False,
11721.42,1116,fir2dim,False,13525.5,14991.022,False,
11721.96,1117,fmref,False,737087.0,727400.933,True,
11722.37,1118,cosf,False,31520.0,59951.826,False,
11780.33,1119,test3,False,861575440.5,877025267.452,False,
11780.7,1120,jfdctint,False,9110.0,25117.031,False,
11781.07,1121,fac,False,900.5,2439.197,False,
11781.44,1122,fir2dim,False,13830.0,14991.022,False,
11781.98,1123,fmref,False,745863.5,727400.933,True,
11782.36,1124,cosf,False,32052.5,59951.826,False,
11843.02,1125,test3,False,894240403.0,877025267.452,True,
11843.4,1126,jfdctint,False,9284.5,25117.031,False,
11843.77,1127,fac,False,872.5,2439.197,False,
11844.15,1128,fir2dim,False,13658.5,14991.022,False,
11844.67,1129,fmref,False,738694.5,727400.933,True,
11845.06,1130,cosf,False,31571.5,59951.826,False,
11907.06,1131,test3,False,924802560.0,877025267.452,True,
11907.44,1132,jfdctint,False,8730.5,25117.031,False,
11907.82,1133,fac,False,1060.0,2439.197,False,
11908.2,1134,fir2dim,False,13592.5,14991.022,False,
11908.73,1135,fmref,False,744697.5,727400.933,True,
11909.11,1136,cosf,False,32145.0,59951.826,False,
11967.58,1137,test3,False,876067150.0,877025267.452,False,
11967.95,1138,jfdctint,False,8815.0,25117.031,False,
11968.36,1139,fac,False,934.5,2439.197,False,
11968.76,1140,fir2dim,False,13751.5,14991.022,False,
11969.31,1141,fmref,False,734488.0,727400.933,True,
11969.69,1142,cosf,False,32038.0,59951.826,False,
12028.79,1143,test3,False,881946099.0,877025267.452,True,
12029.19,1144,jfdctint,False,9090.0,25117.031,False,
12029.56,1145,fac,False,843.5,2439.197,False,
12029.96,1146,fir2dim,False,13406.0,14991.022,False,
12030.48,1147,fmref,False,736698.5,727400.933,True,
12030.86,1148,cosf,False,31839.5,59951.826,False,
12091.43,1149,test3,False,890057094.5,877025267.452,True,
12091.81,1150,jfdctint,False,9024.0,25117.031,False,
12092.18,1151,fac,False,942.5,2439.197,False,
12092.59,1152,fir2dim,False,13168.5,14991.022,False,
12093.13,1153,fmref,False,742674.5,727400.933,True,
12093.52,1154,cosf,False,31895.5,59951.826,False,
12152.83,1155,test3,False,884163037.5,877025267.452,True,
12153.21,1156,jfdctint,False,8811.5,25117.031,False,
12153.59,1157,fac,False,1046.5,2439.197,False,
12154.0,1158,fir2dim,False,13102.5,14991.022,False,
12154.53,1159,fmref,False,740155.0,727400.933,True,
12154.91,1160,cosf,False,31245.0,59951.826,False,
12217.23,1161,test3,False,900281870.0,877025267.452,True,
12217.62,1162,jfdctint,False,9217.0,25117.031,False,
12217.99,1163,fac,False,723.0,2439.197,False,
12218.38,1164,fir2dim,False,13536.5,14991.022,False,
12218.91,1165,fmref,False,737942.5,727400.933,True,
12219.31,1166,cosf,False,31288.5,59951.826,False,
12279.48,1167,test3,False,873100250.5,877025267.452,False,
12279.86,1168,jfdctint,False,9327.5,25117.031,False,
12280.24,1169,fac,False,906.5,2439.197,False,
12280.64,1170,fir2dim,False,13204.5,14991.022,False,
12281.19,1171,fmref,False,743572.5,727400.933,True,
12281.57,1172,cosf,False,32025.5,59951.826,False,
12341.65,1173,test3,False,878345286.0,877025267.452,True,
12342.04,1174,jfdctint,False,8945.0,25117.031,False,
12342.43,1175,fac,False,714.0,2439.197,False,
12342.81,1176,fir2dim,False,13705.5,14991.022,False,
12343.34,1177,fmref,False,743064.5,727400.933,True,
12343.73,1178,cosf,False,32067.5,59951.826,False,
12406.64,1179,test3,False,916915498.5,877025267.452,True,
12407.16,1180,jfdctint,False,9298.5,25117.031,False,
12407.58,1181,fac,False,757.0,2439.197,False,
12408.1,1182,fir2dim,False,13642.0,14991.022,False,
12408.75,1183,fmref,False,722805.5,727400.933,False,
12409.3,1184,cosf,False,31721.5,59951.826,False,
12467.43,1185,test3,False,873486180.5,877025267.452,False,
12467.83,1186,jfdctint,False,8863.0,25117.031,False,
12468.41,1187,fac,False,1130.5,2439.197,False,
12469.15,1188,fir2dim,False,13646.0,14991.022,False,
12469.84,1189,fmref,False,727086.5,727400.933,False,
12470.64,1190,cosf,False,31146.0,59951.826,False,
12531.89,1191,test3,False,907314592.0,877025267.452,True,
12532.27,1192,jfdctint,False,9196.5,25117.031,False,
12532.65,1193,fac,False,709.0,2439.197,False,
12533.03,1194,fir2dim,False,13742.5,14991.022,False,
12533.56,1195,fmref,False,744248.0,727400.933,True,
12533.94,1196,cosf,False,31978.0,59951.826,False,
12595.57,1197,test3,False,892439544.5,877025267.452,True,
12595.95,1198,jfdctint,False,9361.0,25117.031,False,
12596.32,1199,fac,False,1175.0,2439.197,False,
12596.72,1200,fir2dim,False,13326.5,14991.022,False,
12597.28,1201,fmref,False,739613.0,727400.933,True,
12597.66,1202,cosf,False,31558.0,59951.826,False,
12660.14,1203,test3,False,913918037.0,877025267.452,True,
12660.52,1204,jfdctint,False,8686.5,25117.031,False,
12660.89,1205,fac,False,1101.5,2439.197,False,
12661.31,1206,fir2dim,False,13552.5,14991.022,False,
12661.84,1207,fmref,False,740717.0,727400.933,True,
12662.24,1208,cosf,False,31266.0,59951.826,False,
12722.91,1209,test3,False,878344645.0,877025267.452,True,
12723.29,1210,jfdctint,False,9279.0,25117.031,False,
12723.67,1211,fac,False,946.0,2439.197,False,
12724.06,1212,fir2dim,False,13481.0,14991.022,False,
12724.6,1213,fmref,False,738368.5,727400.933,True,
12724.98,1214,cosf,False,32464.0,59951.826,False,
12784.83,1215,test3,False,881183119.0,877025267.452,True,
12785.22,1216,jfdctint,False,8964.5,25117.031,False,
12785.59,1217,fac,False,936.0,2439.197,False,
12785.98,1218,fir2dim,False,13282.5,14991.022,False,
12786.51,1219,fmref,False,737822.0,727400.933,True,
12786.91,1220,cosf,False,34385.0,59951.826,False,
12846.6,1221,test3,False,885961089.0,877025267.452,True,
12846.98,1222,jfdctint,False,8946.5,25117.031,False,
12847.36,1223,fac,False,904.0,2439.197,False,
12847.76,1224,fir2dim,False,13168.0,14991.022,False,
12848.29,1225,fmref,False,737780.5,727400.933,True,
12848.67,1226,cosf,False,32130.0,59951.826,False,
12910.61,1227,test3,False,907654469.5,877025267.452,True,
12910.98,1228,jfdctint,False,9152.0,25117.031,False,
12911.36,1229,fac,False,948.0,2439.197,False,
12911.76,1230,fir2dim,False,13294.0,14991.022,False,
12912.3,1231,fmref,False,737913.5,727400.933,True,
12912.67,1232,cosf,False,31971.0,59951.826,False,
12973.31,1233,test3,False,874257761.0,877025267.452,False,
12973.7,1234,jfdctint,False,8914.0,25117.031,False,
12974.06,1235,fac,False,1094.5,2439.197,False,
12974.44,1236,fir2dim,False,13465.0,14991.022,False,
12974.97,1237,fmref,False,740414.5,727400.933,True,
12975.35,1238,cosf,False,32090.0,59951.826,False,
13034.47,1239,test3,False,878581135.0,877025267.452,True,
13034.85,1240,jfdctint,False,8796.0,25117.031,False,
13035.22,1241,fac,False,1028.5,2439.197,False,
13035.62,1242,fir2dim,False,13122.5,14991.022,False,
13036.15,1243,fmref,False,743160.0,727400.933,True,
13036.54,1244,cosf,False,32134.0,59951.826,False,
13095.62,1245,test3,False,879051557.0,877025267.452,True,
13096.0,1246,jfdctint,False,9072.5,25117.031,False,
13096.37,1247,fac,False,767.5,2439.197,False,
13096.77,1248,fir2dim,False,12964.0,14991.022,False,
13097.33,1249,fmref,False,739988.5,727400.933,True,
13097.71,1250,cosf,False,32306.5,59951.826,False,
13161.84,1251,test3,False,922796972.5,877025267.452,True,
13162.21,1252,jfdctint,False,9044.5,25117.031,False,
13162.59,1253,fac,False,868.5,2439.197,False,
13163.01,1254,fir2dim,False,13694.5,14991.022,False,
13163.54,1255,fmref,False,735467.5,727400.933,True,
13163.92,1256,cosf,False,31894.0,59951.826,False,
13224.69,1257,test3,False,893563803.0,877025267.452,True,
13225.07,1258,jfdctint,False,9048.5,25117.031,False,
13225.45,1259,fac,False,973.0,2439.197,False,
13225.86,1260,fir2dim,False,12997.5,14991.022,False,
13226.42,1261,fmref,False,746820.0,727400.933,True,
13226.81,1262,cosf,False,31928.5,59951.826,False,
13286.46,1263,test3,False,889732587.0,877025267.452,True,
13286.84,1264,jfdctint,False,9240.5,25117.031,False,
13287.22,1265,fac,False,974.5,2439.197,False,
13287.62,1266,fir2dim,False,12987.0,14991.022,False,
13288.16,1267,fmref,False,750258.0,727400.933,True,
13288.55,1268,cosf,False,32023.0,59951.826,False,
13350.19,1269,test3,False,890089657.5,877025267.452,True,
13350.58,1270,jfdctint,False,9080.5,25117.031,False,
13350.96,1271,fac,False,1187.0,2439.197,False,
13351.36,1272,fir2dim,False,13073.0,14991.022,False,
13351.9,1273,fmref,False,744524.5,727400.933,True,
13352.28,1274,cosf,False,31441.5,59951.826,False,
13416.39,1275,test3,False,943861492.5,877025267.452,True,
13416.76,1276,jfdctint,False,8868.0,25117.031,False,
13417.12,1277,fac,False,679.5,2439.197,False,
13417.5,1278,fir2dim,False,13548.5,14991.022,False,
13418.05,1279,fmref,False,743387.0,727400.933,True,
13418.43,1280,cosf,False,32209.5,59951.826,False,
13479.17,1281,test3,False,906892719.0,877025267.452,True,
13479.55,1282,jfdctint,False,9157.0,25117.031,False,
13479.92,1283,fac,False,954.0,2439.197,False,
13480.32,1284,fir2dim,False,13634.5,14991.022,False,
13480.86,1285,fmref,False,743958.0,727400.933,True,
13481.24,1286,cosf,False,31324.5,59951.826,False,
13542.82,1287,test3,False,883915828.5,877025267.452,True,
13543.2,1288,jfdctint,False,9325.5,25117.031,False,
13543.58,1289,fac,False,909.5,2439.197,False,
13543.98,1290,fir2dim,False,13313.5,14991.022,False,
13544.53,1291,fmref,False,740811.5,727400.933,True,
13544.92,1292,cosf,False,31993.0,59951.826,False,
13604.64,1293,test3,False,877235343.5,877025267.452,True,
13605.02,1294,jfdctint,False,8708.5,25117.031,False,
13605.39,1295,fac,False,986.5,2439.197,False,
13605.76,1296,fir2dim,False,13493.5,14991.022,False,
13606.28,1297,fmref,False,741228.5,727400.933,True,
13606.68,1298,cosf,False,31672.0,59951.826,False,
13664.83,1299,test3,False,877392441.0,877025267.452,True,
13665.2,1300,jfdctint,False,9140.0,25117.031,False,
13665.58,1301,fac,False,927.0,2439.197,False,
13665.96,1302,fir2dim,False,13898.5,14991.022,False,
13666.48,1303,fmref,False,738105.5,727400.933,True,
13666.86,1304,cosf,False,32089.5,59951.826,False,
13727.7,1305,test3,False,889491177.5,877025267.452,True,
13728.07,1306,jfdctint,False,8753.0,25117.031,False,
13728.44,1307,fac,False,725.0,2439.197,False,
13728.84,1308,fir2dim,False,13284.5,14991.022,False,
13729.36,1309,fmref,False,744132.0,727400.933,True,
13729.74,1310,cosf,False,32222.5,59951.826,False,
13792.17,1311,test3,False,907692212.5,877025267.452,True,
13792.54,1312,jfdctint,False,8853.0,25117.031,False,
13792.92,1313,fac,False,1016.5,2439.197,False,
13793.3,1314,fir2dim,False,13497.0,14991.022,False,
13793.85,1315,fmref,False,740226.0,727400.933,True,
13794.22,1316,cosf,False,32240.0,59951.826,False,
13852.92,1317,test3,False,876653695.0,877025267.452,False,
13853.3,1318,jfdctint,False,8784.0,25117.031,False,
13853.67,1319,fac,False,1086.5,2439.197,False,
13854.05,1320,fir2dim,False,13572.0,14991.022,False,
13854.58,1321,fmref,False,743504.0,727400.933,True,
13854.96,1322,cosf,False,31929.5,59951.826,False,
13915.22,1323,test3,False,881329574.0,877025267.452,True,
13915.59,1324,jfdctint,False,9128.0,25117.031,False,
13915.97,1325,fac,False,988.0,2439.197,False,
13916.39,1326,fir2dim,False,13501.0,14991.022,False,
13916.94,1327,fmref,False,739490.0,727400.933,True,
13917.32,1328,cosf,False,32131.5,59951.826,False,
13981.76,1329,test3,False,950761419.5,877025267.452,True,
13982.15,1330,jfdctint,False,8771.0,25117.031,False,
13982.52,1331,fac,False,749.0,2439.197,False,
13982.93,1332,fir2dim,False,13372.5,14991.022,False,
13983.46,1333,fmref,False,752786.0,727400.933,True,
13983.85,1334,cosf,False,32048.0,59951.826,False,
14046.08,1335,test3,False,897015707.5,877025267.452,True,
14046.46,1336,jfdctint,False,9075.0,25117.031,False,
14046.86,1337,fac,False,721.0,2439.197,False,
14047.26,1338,fir2dim,False,13254.0,14991.022,False,
14047.79,1339,fmref,False,738983.5,727400.933,True,
14048.21,1340,cosf,False,31537.5,59951.826,False,
14112.67,1341,test3,False,938378233.0,877025267.452,True,
14113.06,1342,jfdctint,False,8614.5,25117.031,False,
14113.43,1343,fac,False,921.5,2439.197,False,
14113.83,1344,fir2dim,False,13152.0,14991.022,False,
14114.37,1345,fmref,False,741450.0,727400.933,True,
14114.75,1346,cosf,False,32055.0,59951.826,False,
14175.71,1347,test3,False,885347965.0,877025267.452,True,
14176.08,1348,jfdctint,False,9197.5,25117.031,False,
14176.46,1349,fac,False,790.0,2439.197,False,
14176.87,1350,fir2dim,False,12910.0,14991.022,False,
14177.42,1351,fmref,False,741535.5,727400.933,True,
14177.79,1352,cosf,False,32082.0,59951.826,False,
14238.49,1353,test3,False,884652179.5,877025267.452,True,
14238.86,1354,jfdctint,False,9427.0,25117.031,False,
14239.24,1355,fac,False,925.5,2439.197,False,
14239.62,1356,fir2dim,False,13137.0,14991.022,False,
14240.45,1357,fmref,False,740654.5,727400.933,True,
14240.85,1358,cosf,False,32013.5,59951.826,False,
14301.29,1359,test3,False,875125357.5,877025267.452,False,
14301.67,1360,jfdctint,False,8686.5,25117.031,False,
14302.05,1361,fac,False,976.5,2439.197,False,
14302.44,1362,fir2dim,False,13505.5,14991.022,False,
14302.97,1363,fmref,False,738105.0,727400.933,True,
14303.35,1364,cosf,False,31999.0,59951.826,False,
14364.05,1365,test3,False,882301111.0,877025267.452,True,
14364.42,1366,jfdctint,False,9077.5,25117.031,False,
14364.8,1367,fac,False,1116.5,2439.197,False,
14365.2,1368,fir2dim,False,13336.5,14991.022,False,
14365.74,1369,fmref,False,744025.5,727400.933,True,
14366.12,1370,cosf,False,32254.5,59951.826,False,
14426.39,1371,test3,False,873832086.0,877025267.452,False,
14426.97,1372,jfdctint,False,8772.5,25117.031,False,
14427.6,1373,fac,False,671.0,2439.197,False,
14428.15,1374,fir2dim,False,13464.5,14991.022,False,
14428.68,1375,fmref,False,738427.5,727400.933,True,
14429.08,1376,cosf,False,31984.5,59951.826,False,
14489.0,1377,test3,False,879058781.0,877025267.452,True,
14489.41,1378,jfdctint,False,8842.0,25117.031,False,
14489.79,1379,fac,False,1011.5,2439.197,False,
14490.19,1380,fir2dim,False,13372.0,14991.022,False,
14490.89,1381,fmref,False,733663.5,727400.933,True,
14491.27,1382,cosf,False,32191.5,59951.826,False,
14550.66,1383,test3,False,874641509.5,877025267.452,False,
14551.03,1384,jfdctint,False,9193.0,25117.031,False,
14551.41,1385,fac,False,885.0,2439.197,False,
14551.82,1386,fir2dim,False,13164.5,14991.022,False,
14552.36,1387,fmref,False,742716.5,727400.933,True,
14552.75,1388,cosf,False,32183.5,59951.826,False,
14613.51,1389,test3,False,874692012.5,877025267.452,False,
14613.9,1390,jfdctint,False,9311.5,25117.031,False,
14614.27,1391,fac,False,1098.0,2439.197,False,
14614.67,1392,fir2dim,False,12975.0,14991.022,False,
14615.08,1393,fmref,False,685586.0,727400.933,False,
14615.48,1394,cosf,False,31713.5,59951.826,False,
14674.29,1395,test3,False,873595941.5,877025267.452,False,
14674.67,1396,jfdctint,False,9376.5,25117.031,False,
14675.04,1397,fac,False,895.5,2439.197,False,
14675.43,1398,fir2dim,False,13890.5,14991.022,False,
14675.96,1399,fmref,False,740029.5,727400.933,True,
14676.34,1400,cosf,False,31988.0,59951.826,False,
14735.2,1401,test3,False,882397593.0,877025267.452,True,
14735.57,1402,jfdctint,False,9238.5,25117.031,False,
14735.95,1403,fac,False,992.5,2439.197,False,
14736.35,1404,fir2dim,False,13219.5,14991.022,False,
14736.89,1405,fmref,False,744183.5,727400.933,True,
14737.28,1406,cosf,False,31325.5,59951.826,False,
14798.6,1407,test3,False,877772721.0,877025267.452,True,
14798.98,1408,jfdctint,False,9073.5,25117.031,False,
14799.36,1409,fac,False,931.0,2439.197,False,
14799.76,1410,fir2dim,False,13329.5,14991.022,False,
14800.29,1411,fmref,False,750057.0,727400.933,True,
14800.67,1412,cosf,False,32201.0,59951.826,False,
14862.17,1413,test3,False,889086498.5,877025267.452,True,
14862.57,1414,jfdctint,False,9141.5,25117.031,False,
14862.94,1415,fac,False,960.5,2439.197,False,
14863.35,1416,fir2dim,False,13135.0,14991.022,False,
14863.88,1417,fmref,False,742391.0,727400.933,True,
14864.26,1418,cosf,False,31958.0,59951.826,False,
14926.07,1419,test3,False,913723541.0,877025267.452,True,
14926.44,1420,jfdctint,False,9114.0,25117.031,False,
14926.83,1421,fac,False,937.0,2439.197,False,
14927.23,1422,fir2dim,False,13200.0,14991.022,False,
14927.77,1423,fmref,False,739577.0,727400.933,True,
14928.15,1424,cosf,False,32203.0,59951.826,False,
14990.85,1425,test3,False,918637028.0,877025267.452,True,
14991.24,1426,jfdctint,False,9044.5,25117.031,False,
14991.61,1427,fac,False,772.5,2439.197,False,
14992.01,1428,fir2dim,False,13371.5,14991.022,False,
14992.53,1429,fmref,False,738398.5,727400.933,True,
14992.91,1430,cosf,False,31977.0,59951.826,False,
15054.47,1431,test3,False,926100559.5,877025267.452,True,
15054.84,1432,jfdctint,False,9163.0,25117.031,False,
15055.22,1433,fac,False,876.0,2439.197,False,
15055.62,1434,fir2dim,False,13143.0,14991.022,False,
15056.14,1435,fmref,False,733530.0,727400.933,True,
15056.52,1436,cosf,False,32076.0,59951.826,False,
15116.2,1437,test3,False,892364197.5,877025267.452,True,
15116.57,1438,jfdctint,False,9035.5,25117.031,False,
15116.97,1439,fac,False,728.5,2439.197,False,
15117.37,1440,fir2dim,False,13433.0,14991.022,False,
15117.91,1441,fmref,False,738369.5,727400.933,True,
15118.28,1442,cosf,False,31141.0,59951.826,False,
15180.59,1443,test3,False,926235512.0,877025267.452,True,
15180.97,1444,jfdctint,False,9229.5,25117.031,False,
15181.34,1445,fac,False,832.0,2439.197,False,
15181.75,1446,fir2dim,False,12971.0,14991.022,False,
15182.29,1447,fmref,False,737965.5,727400.933,True,
15182.69,1448,cosf,False,32458.5,59951.826,False,
15243.05,1449,test3,False,874320505.0,877025267.452,False,
15243.42,1450,jfdctint,False,9215.0,25117.031,False,
15243.79,1451,fac,False,741.0,2439.197,False,
15244.2,1452,fir2dim,False,13223.0,14991.022,False,
15244.74,1453,fmref,False,737508.5,727400.933,True,
15245.14,1454,cosf,False,31752.5,59951.826,False,
15309.86,1455,test3,False,952678287.0,877025267.452,True,
15310.24,1456,jfdctint,False,9289.5,25117.031,False,
15310.62,1457,fac,False,943.5,2439.197,False,
15311.02,1458,fir2dim,False,13113.5,14991.022,False,
15311.56,1459,fmref,False,736332.5,727400.933,True,
15311.94,1460,cosf,False,31992.0,59951.826,False,
15373.66,1461,test3,False,900462968.5,877025267.452,True,
15374.05,1462,jfdctint,False,9113.0,25117.031,False,
15374.42,1463,fac,False,929.5,2439.197,False,
15374.82,1464,fir2dim,False,13383.0,14991.022,False,
15375.36,1465,fmref,False,742149.0,727400.933,True,
15375.74,1466,cosf,False,32325.0,59951.826,False,
15441.38,1467,test3,False,972672513.0,877025267.452,True,
15441.85,1468,jfdctint,False,8576.5,25117.031,False,
15442.23,1469,fac,False,927.0,2439.197,False,
15442.64,1470,fir2dim,False,13039.5,14991.022,False,
15443.17,1471,fmref,False,739114.5,727400.933,True,
15443.71,1472,cosf,False,31344.0,59951.826,False,
15505.11,1473,test3,False,898078453.5,877025267.452,True,
15505.48,1474,jfdctint,False,9119.5,25117.031,False,
15505.86,1475,fac,False,924.0,2439.197,False,
15506.24,1476,fir2dim,False,13649.5,14991.022,False,
15506.77,1477,fmref,False,736886.5,727400.933,True,
15507.17,1478,cosf,False,31235.0,59951.826,False,
15567.1,1479,test3,False,871882974.5,877025267.452,False,
15567.48,1480,jfdctint,False,9255.5,25117.031,False,
15568.1,1481,fac,False,859.0,2439.197,False,
15568.51,1482,fir2dim,False,13274.0,14991.022,False,
15569.04,1483,fmref,False,747888.5,727400.933,True,
15569.42,1484,cosf,False,32060.0,59951.826,False,
15631.45,1485,test3,False,910951257.0,877025267.452,True,
15631.82,1486,jfdctint,False,9214.0,25117.031,False,
15632.21,1487,fac,False,1017.0,2439.197,False,
15632.59,1488,fir2dim,False,13148.0,14991.022,False,
15633.13,1489,fmref,False,751968.0,727400.933,True,
15633.51,1490,cosf,False,32413.5,59951.826,False,
15696.22,1491,test3,False,928342063.0,877025267.452,True,
15696.6,1492,jfdctint,False,9123.5,25117.031,False,
15696.98,1493,fac,False,1246.5,2439.197,False,
15697.35,1494,fir2dim,False,13453.0,14991.022,False,
15697.89,1495,fmref,False,757162.5,727400.933,True,
15698.27,1496,cosf,False,32138.5,59951.826,False,
15757.16,1497,test3,False,870211021.0,877025267.452,False,
15757.53,1498,jfdctint,False,9091.5,25117.031,False,
15757.89,1499,fac,False,956.5,2439.197,False,
15758.38,1500,fir2dim,True,14931.0,14991.022,False,
15758.9,1501,fmref,False,736432.0,727400.933,True,False
15759.28,1502,cosf,False,31548.5,59951.826,False,
15822.72,1503,test3,False,958740711.5,877025267.452,True,
15823.1,1504,jfdctint,False,9153.0,25117.031,False,
15823.47,1505,fac,False,928.5,2439.197,False,
15823.88,1506,fir2dim,False,13047.5,14991.022,False,
15824.41,1507,fmref,False,740139.5,727400.933,True,
15824.79,1508,cosf,False,32152.5,59951.826,False,
15886.71,1509,test3,False,932795455.0,877025267.452,True,
15887.08,1510,jfdctint,False,9202.0,25117.031,False,
15887.48,1511,fac,False,840.5,2439.197,False,
15887.88,1512,fir2dim,False,12984.0,14991.022,False,
15888.4,1513,fmref,False,741047.0,727400.933,True,
15888.78,1514,cosf,False,32110.5,59951.826,False,
15950.0,1515,test3,False,897378643.0,877025267.452,True,
15950.37,1516,jfdctint,False,9007.5,25117.031,False,
15950.74,1517,fac,False,729.5,2439.197,False,
15951.13,1518,fir2dim,False,13658.0,14991.022,False,
15951.66,1519,fmref,False,739985.0,727400.933,True,
15952.04,1520,cosf,False,31223.0,59951.826,False,
16011.44,1521,test3,False,895427603.5,877025267.452,True,
16011.82,1522,jfdctint,False,9131.5,25117.031,False,
16012.2,1523,fac,False,864.0,2439.197,False,
16012.58,1524,fir2dim,False,13584.0,14991.022,False,
16013.1,1525,fmref,False,741667.5,727400.933,True,
16013.48,1526,cosf,False,31817.5,59951.826,False,
16073.86,1527,test3,False,898226098.5,877025267.452,True,
16074.24,1528,jfdctint,False,9149.0,25117.031,False,
16074.62,1529,fac,False,1053.0,2439.197,False,
16075.03,1530,fir2dim,False,13236.5,14991.022,False,
16075.57,1531,fmref,False,742226.5,727400.933,True,
16075.97,1532,cosf,False,31506.0,59951.826,False,
16138.69,1533,test3,False,918353409.0,877025267.452,True,
16139.06,1534,jfdctint,False,9237.0,25117.031,False,
16139.44,1535,fac,False,1035.0,2439.197,False,
16139.85,1536,fir2dim,False,13136.5,14991.022,False,
16140.37,1537,fmref,False,739817.0,727400.933,True,
16140.75,1538,cosf,False,31949.0,59951.826,False,
16205.6,1539,test3,False,964896415.5,877025267.452,True,
16205.97,1540,jfdctint,False,9270.5,25117.031,False,
16206.35,1541,fac,False,1020.5,2439.197,False,
16206.73,1542,fir2dim,False,13780.5,14991.022,False,
16207.28,1543,fmref,False,735940.5,727400.933,True,
16207.67,1544,cosf,False,32057.0,59951.826,False,
16267.1,1545,test3,False,867414770.5,877025267.452,False,
16267.48,1546,jfdctint,False,8792.0,25117.031,False,
16267.85,1547,fac,False,739.0,2439.197,False,
16268.23,1548,fir2dim,False,13703.0,14991.022,False,
16268.75,1549,fmref,False,738540.5,727400.933,True,
16269.13,1550,cosf,False,31924.0,59951.826,False,
16327.62,1551,test3,False,875421832.5,877025267.452,False,
16328.0,1552,jfdctint,False,9209.0,25117.031,False,
16328.39,1553,fac,False,1076.5,2439.197,False,
16328.79,1554,fir2dim,False,13406.5,14991.022,False,
16329.32,1555,fmref,False,739060.5,727400.933,True,
16329.7,1556,cosf,False,31740.5,59951.826,False,
16389.86,1557,test3,False,874481619.5,877025267.452,False,
